prompt_semantics,prompt_offset,state_shift,channel,prn,prompt_mat_row,state_mat_row,support_start_sample,mat_prompt_magnitude,reconstructed_center_magnitude,relative_error
next,1,0,8,13,306536,306534,7665434693,6134598.186891029,6560395.24918095,0.06940912009523359
next,1,1,8,13,306536,306535,7665459693,6134598.186891029,6134626.948533108,4.688431288091266e-06
current,0,-1,7,10,306423,306421,7676732162,3300392.426669668,3107557.1735212533,0.05842797710664949
current,0,0,7,10,306423,306422,7676757162,3300392.426669668,3298971.3952588914,0.00043056437752475585
current,0,1,7,10,306423,306423,7676782162,3300392.426669668,3265659.658738332,0.010523829727237644
next,1,-1,7,10,306424,306421,7676732162,3265660.372184689,3107557.1735212533,0.04841385222115635
next,1,0,7,10,306424,306422,7676757162,3265660.372184689,3298971.3952588914,0.01020039418609775
next,1,1,7,10,306424,306423,7676782162,3265660.372184689,3265659.658738332,2.184692453610637e-07
current,0,-1,3,20,306429,306427,7679620602,2794376.202084671,2139954.8992391857,0.23419226887105293
current,0,0,3,20,306429,306428,7679645602,2794376.202084671,2794392.777299029,5.9316330942582596e-06
current,0,1,3,20,306429,306429,7679670602,2794376.202084671,2126509.8545907997,0.23900373435603517
next,1,-1,3,20,306430,306427,7679620602,2126505.5564877684,2139954.8992391857,0.006324621494820271
next,1,0,3,20,306430,306428,7679645602,2126505.5564877684,2794392.777299029,0.31407734570624535
next,1,1,3,20,306430,306429,7679670602,2126505.5564877684,2126509.8545907997,2.021204702717938e-06
current,0,-1,2,3,307372,307370,7685285918,5887606.359183348,5693306.865326301,0.03300144099375513
current,0,0,2,3,307372,307371,7685310918,5887606.359183348,5887587.751702081,3.1604492778392057e-06
current,0,1,2,3,307372,307372,7685335918,5887606.359183348,6372866.284861184,0.08242057910698097
next,1,-1,2,3,307373,307370,7685285918,6372880.567602614,5693306.865326301,0.10663524838846283
next,1,0,2,3,307373,307371,7685310918,6372880.567602614,5887587.751702081,0.07614967999990196
next,1,1,2,3,307373,307372,7685335918,6372880.567602614,6372866.284861184,2.2411751293693882e-06
current,0,-1,1,26,173040,173038,8357874367,782809.2886529905,854261.6328377054,0.09127682210780308
current,0,0,1,26,173040,173039,8357899367,782809.2886529905,782808.4239023734,1.1046759786914606e-06
current,0,1,1,26,173040,173040,8357924367,782809.2886529905,316587.13325021835,0.5955756557322132
next,1,-1,1,26,173041,173038,8357874367,320876.46110656817,854261.6328377054,1.6622757864248308
next,1,0,1,26,173041,173039,8357899367,320876.46110656817,782808.4239023734,1.4395944196180546
next,1,1,1,26,173041,173040,8357924367,320876.46110656817,316587.13325021835,0.013367536657434176
current,0,-1,1,26,173041,173039,8357899367,320876.46110656817,782808.4239023734,1.4395944196180546
current,0,0,1,26,173041,173040,8357924367,320876.46110656817,316587.13325021835,0.013367536657434176
current,0,1,1,26,173041,173041,8357949367,320876.46110656817,465121.36479794636,0.4495340767407434
next,1,-1,1,26,173042,173039,8357899367,465117.6693936164,782808.4239023734,0.6830330804738876
next,1,0,1,26,173042,173040,8357924367,465117.6693936164,316587.13325021835,0.31933969813926955
next,1,1,1,26,173042,173041,8357949367,465117.6693936164,465121.36479794636,7.945095559902526e-06
current,0,-1,1,26,173042,173040,8357924367,465117.6693936164,316587.13325021835,0.31933969813926955
current,0,0,1,26,173042,173041,8357949367,465117.6693936164,465121.36479794636,7.945095559902526e-06
current,0,1,1,26,173042,173042,8357974367,465117.6693936164,795657.9483113245,0.7106594753724156
next,1,-1,1,26,173043,173040,8357924367,795660.1771079947,316587.13325021835,0.6021076052832941
next,1,0,1,26,173043,173041,8357949367,795660.1771079947,465121.36479794636,0.41542711551992684
next,1,1,1,26,173043,173042,8357974367,795660.1771079947,795657.9483113245,2.801191682499926e-06
current,0,-1,1,26,173043,173041,8357949367,795660.1771079947,465121.36479794636,0.41542711551992684
current,0,0,1,26,173043,173042,8357974367,795660.1771079947,795657.9483113245,2.801191682499926e-06
current,0,1,1,26,173043,173043,8357999367,795660.1771079947,699983.6343483968,0.12024799721327728
next,1,-1,1,26,173044,173041,8357949367,699987.7432621421,465121.36479794636,0.3355292727979087
next,1,0,1,26,173044,173042,8357974367,699987.7432621421,795657.9483113245,0.1366741146113959
next,1,1,1,26,173044,173043,8357999367,699987.7432621421,699983.6343483968,5.869979560091387e-06
current,0,-1,0,16,349078,349076,8728995777,4352742.616819249,4358690.7785966955,0.0013665319319509095
current,0,0,0,16,349078,349077,8729020777,4352742.616819249,4352735.275686261,1.6865534293586393e-06
current,0,1,0,16,349078,349078,8729045777,4352742.616819249,5101245.469370983,0.17196120203833698
next,1,-1,0,16,349079,349076,8728995777,5101263.861557276,4358690.7785966955,0.1455664915819299
next,1,0,0,16,349079,349077,8729020777,5101263.861557276,4352735.275686261,0.14673394793628836
next,1,1,0,16,349079,349078,8729045777,5101263.861557276,5101245.469370983,3.6054175578392744e-06
current,0,-1,5,6,349212,349210,8731319459,4968085.994112217,4179806.339634484,0.15866868154294023
current,0,0,5,6,349212,349211,8731344459,4968085.994112217,4968073.835205751,2.4474025772658337e-06
current,0,1,5,6,349212,349212,8731369459,4968085.994112217,4440445.828626121,0.10620592439652066
next,1,-1,5,6,349213,349210,8731319459,4438198.331130783,4179806.339634484,0.05822001907482688
next,1,0,5,6,349213,349211,8731344459,4438198.331130783,4968073.835205751,0.11938977588231481
next,1,1,5,6,349213,349212,8731369459,4438198.331130783,4440445.828626121,0.0005063986166580214
current,0,-1,10,23,349336,349334,8736392955,7175272.98225629,6558738.823006829,0.08592483669598161
current,0,0,10,23,349336,349335,8736417955,7175272.98225629,7171670.329631949,0.0005020927612440218
current,0,1,10,23,349336,349336,8736442955,7175272.98225629,7130353.737986922,0.006260283668711675
next,1,-1,10,23,349337,349334,8736392955,7131837.5025787,6558738.823006829,0.08035778708707986
next,1,0,10,23,349337,349335,8736417955,7131837.5025787,7171670.329631949,0.005585212371825188
next,1,1,10,23,349337,349336,8736442955,7131837.5025787,7130353.737986922,0.0002080480088394454
current,0,-1,6,7,349813,349811,8746321179,4959292.866340672,4128876.148664791,0.1674465977421944
current,0,0,6,7,349813,349812,8746346178,4959292.866340672,4964393.383448383,0.0010284766891524022
current,0,1,6,7,349813,349813,8746371178,4959292.866340672,4228106.527484551,0.14743762035486385
next,1,-1,6,7,349814,349811,8746321179,4228108.332937165,4128876.148664791,0.023469640902847866
next,1,0,6,7,349814,349812,8746346178,4228108.332937165,4964393.383448383,0.17414053579836697
next,1,1,6,7,349814,349813,8746371178,4228108.332937165,4228106.527484551,4.270119098315206e-07
current,0,-1,9,19,349790,349788,8746750682,4908845.11622787,5641178.6412044,0.14918652099157725
current,0,0,9,19,349790,349789,8746775682,4908845.11622787,4908839.071316345,1.2314325227302803e-06
current,0,1,9,19,349790,349790,8746800682,4908845.11622787,5316795.903013845,0.08310524718682899
next,1,-1,9,19,349791,349788,8746750682,5316804.2638991615,5641178.6412044,0.061009275723713285
next,1,0,9,19,349791,349789,8746775682,5316804.2638991615,4908839.071316345,0.07673127922968315
next,1,1,9,19,349791,349790,8746800682,5316804.2638991615,5316795.903013845,1.5725396124155466e-06
current,0,-1,8,13,349942,349940,8750583526,6023638.554326694,5557424.350118123,0.07739744010265959
current,0,0,8,13,349942,349941,8750608526,6023638.554326694,6024816.082188968,0.00019548448195449986
current,0,1,8,13,349942,349942,8750633526,6023638.554326694,5942964.478796884,0.013392914399198652
next,1,-1,8,13,349943,349940,8750583526,5942943.847332834,5557424.350118123,0.06487012280752591
next,1,0,8,13,349943,349941,8750608526,5942943.847332834,6024816.082188968,0.013776376987455041
next,1,1,8,13,349943,349942,8750633526,5942943.847332834,5942964.478796884,3.4715899359660796e-06
current,0,-1,7,10,349715,349713,8759031846,2370728.710057593,2128939.7947456175,0.10198928046309508
current,0,0,7,10,349715,349714,8759056846,2370728.710057593,2370733.206657929,1.8967165313910073e-06
current,0,1,7,10,349715,349715,8759081846,2370728.710057593,2660842.6057018954,0.12237329999570234
next,1,-1,7,10,349716,349713,8759031846,2660846.693928041,2128939.7947456175,0.19990136988959806
next,1,0,7,10,349716,349714,8759056846,2660846.693928041,2370733.206657929,0.10903051571221334
next,1,1,7,10,349716,349715,8759081846,2660846.693928041,2660842.6057018954,1.5364380649973697e-06
current,0,-1,3,20,349686,349684,8761047635,2295768.958882245,2697436.145168405,0.17495976009786385
current,0,0,3,20,349686,349685,8761072635,2295768.958882245,2295771.1598317404,9.58698168185279e-07
current,0,1,3,20,349686,349686,8761097635,2295768.958882245,2352502.8314009616,0.024712361537608363
next,1,-1,3,20,349687,349684,8761047635,2355126.2232796135,2697436.145168405,0.14534674129359848
next,1,0,3,20,349687,349685,8761072635,2355126.2232796135,2295771.1598317404,0.02520249779445738
next,1,1,3,20,349687,349686,8761097635,2355126.2232796135,2352502.8314009616,0.0011139071242639575
current,0,-1,4,30,350291,350289,8762032053,2129842.9212305592,2165464.7617702507,0.016725102205711107
current,0,0,4,30,350291,350290,8762057053,2129842.9212305592,2131251.2346349196,0.0006612287649583326
current,0,1,4,30,350291,350291,8762082053,2129842.9212305592,1729177.7686635857,0.18811957847834215
next,1,-1,4,30,350292,350289,8762032053,1729176.4619911283,2165464.7617702507,0.2523098766199612
next,1,0,4,30,350292,350290,8762057053,1729176.4619911283,2131251.2346349196,0.23252385252850738
next,1,1,4,30,350292,350291,8762082053,1729176.4619911283,1729177.7686635857,7.556617187542969e-07
current,0,-1,2,3,350589,350587,8765710535,6014499.461251158,6308658.209196997,0.04890826740296128
current,0,0,2,3,350589,350588,8765735535,6014499.461251158,6014477.2984724,3.6848916358245276e-06
current,0,1,2,3,350589,350589,8765760535,6014499.461251158,6326006.535153038,0.05179268464629283
next,1,-1,2,3,350590,350587,8765710535,6326033.02174109,6308658.209196997,0.002746557358202284
next,1,0,2,3,350590,350588,8765735535,6326033.02174109,6014477.2984724,0.049249778209811246
next,1,1,2,3,350590,350589,8765760535,6326033.02174109,6326006.535153038,4.186919031479164e-06
current,0,-1,0,16,392739,392737,9820522767,5528974.262515848,5654975.058172784,0.022789181080326015
current,0,0,0,16,392739,392738,9820547767,5528974.262515848,5528985.465945499,2.026312498459859e-06
current,0,1,0,16,392739,392739,9820572767,5528974.262515848,4880854.349024054,0.1172224508053471
next,1,-1,0,16,392740,392737,9820522767,4880867.154883227,5654975.058172784,0.158600486086796
next,1,0,0,16,392740,392738,9820547767,4880867.154883227,5528985.465945499,0.13278753354592743
next,1,1,0,16,392740,392739,9820572767,4880867.154883227,4880854.349024054,2.6236852525007848e-06
current,0,-1,5,6,392828,392826,9821719972,4982293.331824259,5129953.647334156,0.02963701766949778
current,0,0,5,6,392828,392827,9821744972,4982293.331824259,4982285.281053297,1.6158765503426764e-06
current,0,1,5,6,392828,392828,9821769972,4982293.331824259,4381362.706305816,0.12061325688714786
next,1,-1,5,6,392829,392826,9821719972,4381360.28959266,5129953.647334156,0.17085866221038248
next,1,0,5,6,392829,392827,9821744972,4381360.28959266,4982285.281053297,0.13715489065988362
next,1,1,5,6,392829,392828,9821769972,4381360.28959266,4381362.706305816,5.515896881469473e-07
current,0,-1,10,23,392885,392883,9825118403,6715425.852030798,6716704.430203298,0.00019039420591826506
current,0,0,10,23,392885,392884,9825143403,6715425.852030798,6715397.061201353,4.287267863500865e-06
current,0,1,10,23,392885,392885,9825168403,6715425.852030798,6781480.793443911,0.009836299717781438
next,1,-1,10,23,392886,392883,9825118403,6781496.834549031,6716704.430203298,0.009554292500092543
next,1,0,10,23,392886,392884,9825143403,6781496.834549031,6715397.061201353,0.009747077225034873
next,1,1,10,23,392886,392885,9825168403,6781496.834549031,6781480.793443911,2.3654224888813857e-06
current,0,-1,4,30,392824,392822,9825359293,1954429.320894465,2068413.3039990987,0.05832085196740078
current,0,0,4,30,392824,392823,9825384293,1954429.320894465,1954435.4059076754,3.1134475650951288e-06
current,0,1,4,30,392824,392824,9825409293,1954429.320894465,2254409.888846693,0.15348754991812075
next,1,-1,4,30,392825,392822,9825359293,2254404.048403494,2068413.3039990987,0.08250106920101963
next,1,0,4,30,392825,392823,9825384293,2254404.048403494,1954435.4059076754,0.13305895307819737
next,1,1,4,30,392825,392824,9825409293,2254404.048403494,2254409.888846693,2.5906816496501506e-06
current,0,-1,6,7,393249,393247,9832219909,4969923.58791302,4506808.5834523,0.09318352611839487
current,0,0,6,7,393249,393248,9832244909,4969923.58791302,4979123.099508741,0.0018510368284323508
current,0,1,6,7,393249,393249,9832269909,4969923.58791302,5157135.84826496,0.037669041996388986
next,1,-1,6,7,393250,393247,9832219909,5157110.803665057,4506808.5834523,0.12609816716573152
next,1,0,6,7,393250,393248,9832244909,5157110.803665057,4979123.099508741,0.03451306573242974
next,1,1,6,7,393250,393249,9832269909,5157110.803665057,5157135.84826496,4.856323793767103e-06
current,0,-1,9,19,393232,393230,9832798974,5158835.1038055215,5177286.915216303,0.003576739911142157
current,0,0,9,19,393232,393231,9832823974,5158835.1038055215,5158819.417252427,3.040716126556653e-06
current,0,1,9,19,393232,393232,9832848974,5158835.1038055215,4984587.175654389,0.033776603563582586
next,1,-1,9,19,393233,393230,9832798974,4984997.18688481,5177286.915216303,0.03857368843404663
next,1,0,9,19,393233,393231,9832823974,4984997.18688481,5158819.417252427,0.0348690729103982
next,1,1,9,19,393233,393232,9832848974,4984997.18688481,4984587.175654389,8.224903947784412e-05
current,0,-1,8,13,393336,393334,9835432372,6644202.248469514,5466249.254986687,0.17729035773319024
current,0,0,8,13,393336,393335,9835457372,6644202.248469514,6644189.610026419,1.9021761562543205e-06
current,0,1,8,13,393336,393336,9835482372,6644202.248469514,5762176.169992001,0.13275123867288763
next,1,-1,8,13,393337,393334,9835432372,5762207.675658521,5466249.254986687,0.05136198438700179
next,1,0,8,13,393337,393335,9835457372,5762207.675658521,6644189.610026419,0.15306319799851753
next,1,1,8,13,393337,393336,9835482372,5762207.675658521,5762176.169992001,5.46763815079121e-06
current,0,-1,7,10,393000,392998,9841156547,2840970.2878766567,2556191.036706354,0.10024013710581503
current,0,0,7,10,393000,392999,9841181547,2840970.2878766567,2840965.3004528573,1.7555353608589286e-06
current,0,1,7,10,393000,393000,9841206547,2840970.2878766567,2510705.8109167204,0.11625059169723884
next,1,-1,7,10,393001,392998,9841156547,2510702.432972566,2556191.036706354,0.018117879337827825
next,1,0,7,10,393001,392999,9841181547,2510702.432972566,2840965.3004528573,0.1315420191349692
next,1,1,7,10,393001,393000,9841206547,2510702.432972566,2510705.8109167204,1.3454179634830865e-06
current,0,-1,3,20,392926,392924,9842049667,2414449.400445318,1952195.2790854643,0.19145322377623486
current,0,0,3,20,392926,392925,9842074667,2414449.400445318,2414457.233109799,3.2440789523580094e-06
current,0,1,3,20,392926,392926,9842099667,2414449.400445318,3148987.958526844,0.30422611380716824
next,1,-1,3,20,392927,392924,9842049667,3148986.051125948,1952195.2790854643,0.3800559140655959
next,1,0,3,20,392927,392925,9842074667,3148986.051125948,2414457.233109799,0.23325883509503365
next,1,1,3,20,392927,392926,9842099667,3148986.051125948,3148987.958526844,6.057190680142099e-07
current,0,-1,2,3,393787,393785,9845660172,5508606.2788554095,6415740.034679885,0.1646757291960539
current,0,0,2,3,393787,393786,9845685172,5508606.2788554095,5508580.805440703,4.62429395320374e-06
current,0,1,2,3,393787,393787,9845710172,5508606.2788554095,5839335.972930619,0.06003872437656388
next,1,-1,2,3,393788,393785,9845660172,5836525.909375569,6415740.034679885,0.09923953637794858
next,1,0,2,3,393788,393786,9845685172,5836525.909375569,5508580.805440703,0.056188408828626524
next,1,1,2,3,393788,393787,9845710172,5836525.909375569,5839335.972930619,0.00048146167749130164
current,0,-1,1,32,215137,215135,9909805329,1154116.6270735695,1827230.4247660858,0.5832285766467937
current,0,0,1,32,215137,215136,9909830329,1154116.6270735695,1154120.7613681944,3.5822156339015976e-06
current,0,1,1,32,215137,215137,9909855329,1154116.6270735695,1600288.6861726579,0.3865918301778759
next,1,-1,1,32,215138,215135,9909805329,1605978.253578216,1827230.4247660858,0.1377678500284214
next,1,0,1,32,215138,215136,9909830329,1605978.253578216,1154120.7613681944,0.2813596580173212
next,1,1,1,32,215138,215137,9909855329,1605978.253578216,1600288.6861726579,0.003542742495349138
current,0,-1,1,32,238093,238091,10483706423,1230616.2598597899,951471.2395415714,0.2268335218892873
current,0,0,1,32,238093,238092,10483731423,1230616.2598597899,1232341.4036923444,0.0014018535987416758
current,0,1,1,32,238093,238093,10483756423,1230616.2598597899,1483735.255206956,0.20568474804323267
next,1,-1,1,32,238094,238091,10483706423,1483728.8536287763,951471.2395415714,0.3587297050842242
next,1,0,1,32,238094,238092,10483731423,1483728.8536287763,1232341.4036923444,0.1694295081757088
next,1,1,1,32,238094,238093,10483756423,1483728.8536287763,1483735.255206956,4.3145202468508614e-06
current,0,-1,1,32,245603,245601,10671456781,1214315.4435907565,1869125.7515195413,0.5392423454588511
current,0,0,1,32,245603,245602,10671481781,1214315.4435907565,1212416.2520725986,0.00156400178238858
current,0,1,1,32,245603,245603,10671506781,1214315.4435907565,1678071.9421689424,0.38190776624469835
next,1,-1,1,32,245604,245601,10671456781,1678070.1568581783,1869125.7515195413,0.11385435458733917
next,1,0,1,32,245604,245602,10671481781,1678070.1568581783,1212416.2520725986,0.27749370482662983
next,1,1,1,32,245604,245603,10671506781,1678070.1568581783,1678071.9421689424,1.063907105969264e-06
current,0,-1,1,32,252985,252983,10856007132,745619.6964993961,1157667.981907079,0.5526252690777953
current,0,0,1,32,252985,252984,10856032132,745619.6964993961,743072.0627858968,0.0034168004486203607
current,0,1,1,32,252985,252985,10856057132,745619.6964993961,1318592.7524194934,0.7684521460607114
next,1,-1,1,32,252986,252983,10856007132,1316642.4359073495,1157667.981907079,0.12074231367965516
next,1,0,1,32,252986,252984,10856032132,1316642.4359073495,743072.0627858968,0.4356310851595657
next,1,1,1,32,252986,252985,10856057132,1316642.4359073495,1318592.7524194934,0.0014812803073598335
current,0,-1,0,16,436404,436402,10912149762,4098397.42726449,4923247.209229864,0.20126154103017946
current,0,0,0,16,436404,436403,10912174762,4098397.42726449,4095268.4241228816,0.0007634699165075531
current,0,1,0,16,436404,436404,10912199762,4098397.42726449,5163854.48292749,0.2599691890725562
next,1,-1,0,16,436405,436402,10912149762,5163883.411874695,4923247.209229864,0.04659985198183825
next,1,0,0,16,436405,436403,10912174762,5163883.411874695,4095268.4241228816,0.20694018484121113
next,1,1,0,16,436405,436404,10912199762,5163883.411874695,5163854.48292749,5.6021689293084265e-06
current,0,-1,5,6,436463,436461,10912595503,4245866.92645967,4795734.323653763,0.1295065075561821
current,0,0,5,6,436463,436462,10912620503,4245866.92645967,4245854.167283632,3.005081473106408e-06
current,0,1,5,6,436463,436463,10912645503,4245866.92645967,4374631.682509476,0.030327082379186576
next,1,-1,5,6,436464,436461,10912595503,4374646.836660318,4795734.323653763,0.09625633856078553
next,1,0,5,6,436464,436462,10912620503,4374646.836660318,4245854.167283632,0.02944070097210605
next,1,1,5,6,436464,436463,10912645503,4374646.836660318,4374631.682509476,3.4640855381962155e-06
current,0,-1,10,23,436452,436450,10914293870,6557906.808844058,6152287.596326043,0.0618519329934657
current,0,0,10,23,436452,436451,10914318870,6557906.808844058,6557869.95847158,5.619227834707807e-06
current,0,1,10,23,436452,436452,10914343870,6557906.808844058,7372711.183143123,0.12424762931980249
next,1,-1,10,23,436453,436450,10914293870,7372744.545087671,6152287.596326043,0.16553631301043747
next,1,0,10,23,436453,436451,10914318870,7372744.545087671,6557869.95847158,0.11052527069570406
next,1,1,10,23,436453,436452,10914343870,7372744.545087671,7372711.183143123,4.525037364810913e-06
current,0,-1,6,7,436685,436683,10918118641,3661792.0947089065,4368720.045344538,0.19305518509833064
current,0,0,6,7,436685,436684,10918143641,3661792.0947089065,3661796.467759058,1.1942376951790123e-06
current,0,1,6,7,436685,436685,10918168641,3661792.0947089065,3917323.0167737785,0.06978302302692185
next,1,-1,6,7,436686,436683,10918118641,3917328.757669512,4368720.045344538,0.11522936051544641
next,1,0,6,7,436686,436684,10918143641,3917328.757669512,3661796.467759058,0.0652312597992094
next,1,1,6,7,436686,436685,10918168641,3917328.757669512,3917323.0167737785,1.4655128759422098e-06
current,0,-1,9,19,436661,436659,10918522279,4406253.8671153635,4624120.715722078,0.04944491515404792
current,0,0,9,19,436661,436660,10918547279,4406253.8671153635,4406249.371702859,1.0202345666066037e-06
current,0,1,9,19,436661,436661,10918572279,4406253.8671153635,4724105.705453615,0.07213652411415383
next,1,-1,9,19,436662,436659,10918522279,4724109.478251776,4624120.715722078,0.02116563195455401
next,1,0,9,19,436662,436660,10918547279,4724109.478251776,4406249.371702859,0.06728466137633737
next,1,1,9,19,436662,436661,10918572279,4724109.478251776,4724105.705453615,7.986263185211229e-07
current,0,-1,8,13,436714,436712,10919881234,5412522.804946167,6432884.523853957,0.1885186918705164
current,0,0,8,13,436714,436713,10919906234,5412522.804946167,5412501.041812038,4.020885438049682e-06
current,0,1,8,13,436714,436714,10919931234,5412522.804946167,6098069.733318339,0.12665940691200284
next,1,-1,8,13,436715,436712,10919881234,6102666.048526453,6432884.523853957,0.05411052689131468
next,1,0,8,13,436715,436713,10919906234,6102666.048526453,5412501.041812038,0.11309237654927251
next,1,1,8,13,436715,436714,10919931234,6102666.048526453,6098069.733318339,0.0007531651202220546
current,0,-1,7,10,436263,436261,10922731266,2577780.941003767,2524917.5664042127,0.020507318429846655
current,0,0,7,10,436263,436262,10922756266,2577780.941003767,2573993.9422230534,0.001469092551843798
current,0,1,7,10,436263,436263,10922781266,2577780.941003767,3146536.697717873,0.22063773832257327
next,1,-1,7,10,436264,436261,10922731266,3140218.7584540974,2524917.5664042127,0.19594214269097354
next,1,0,7,10,436264,436262,10922756266,3140218.7584540974,2573993.9422230534,0.18031381243954847
next,1,1,7,10,436264,436263,10922781266,3140218.7584540974,3146536.697717873,0.0020119423994797714
current,0,-1,3,20,436164,436162,10923001697,2072055.4896676762,2535957.320670344,0.22388484927933572
current,0,0,3,20,436164,436163,10923026697,2072055.4896676762,2073136.030261276,0.000521482459802769
current,0,1,3,20,436164,436164,10923051697,2072055.4896676762,1488989.9362705727,0.2813947581541929
next,1,-1,3,20,436165,436162,10923001697,1490074.4087273942,2535957.320670344,0.7018997882368785
next,1,0,3,20,436165,436163,10923026697,1490074.4087273942,2073136.030261276,0.3912969836397959
next,1,1,3,20,436165,436164,10923051697,1490074.4087273942,1488989.9362705727,0.0007277975183451746
current,0,-1,2,3,436963,436961,10925059830,6151035.926359568,5965922.5685106255,0.030094663738779337
current,0,0,2,3,436963,436962,10925084830,6151035.926359568,6151022.408965166,2.197580141638511e-06
current,0,1,2,3,436963,436963,10925109830,6151035.926359568,5652666.023638581,0.08102210890774986
next,1,-1,2,3,436964,436961,10925059830,5652677.834264373,5965922.5685106255,0.0554152816471305
next,1,0,2,3,436964,436962,10925084830,5652677.834264373,6151022.408965166,0.08816079552243683
next,1,1,2,3,436964,436963,10925109830,5652677.834264373,5652666.023638581,2.0893859757897815e-06
current,0,-1,4,30,437131,437129,10933036626,2383550.8995258,1403484.6926868418,0.4111790551793709
current,0,0,4,30,437131,437130,10933061626,2383550.8995258,2383560.471233668,4.015734621054534e-06
current,0,1,4,30,437131,437131,10933086626,2383550.8995258,1434787.847438258,0.39804606323963776
next,1,-1,4,30,437132,437129,10933036626,1434784.9077008083,1403484.6926868418,0.021815266417963608
next,1,0,4,30,437132,437130,10933061626,1434784.9077008083,2383560.471233668,0.6612667574356066
next,1,1,4,30,437132,437131,10933086626,1434784.9077008083,1434787.847438258,2.0489046363980634e-06
current,0,-1,1,32,259593,259591,11021207447,1692464.554419983,1346333.385035855,0.20451309806174878
current,0,0,1,32,259593,259592,11021232447,1692464.554419983,1692470.2705026108,3.377372136403878e-06
current,0,1,1,32,259593,259593,11021257447,1692464.554419983,1831097.504892832,0.0819118782197239
next,1,-1,1,32,259594,259591,11021207447,1831094.8691533613,1346333.385035855,0.2647385956259297
next,1,0,1,32,259594,259592,11021232447,1831094.8691533613,1692470.2705026108,0.07570585281299269
next,1,1,1,32,259594,259593,11021257447,1831094.8691533613,1831097.504892832,1.4394335952072623e-06
current,0,-1,1,32,265490,265488,11168632727,1652066.621754437,2500948.4066022336,0.5138302376367327
current,0,0,1,32,265490,265489,11168657727,1652066.621754437,1650238.245030215,0.0011067209397889188
current,0,1,1,32,265490,265490,11168682727,1652066.621754437,1606361.3755987363,0.027665498203191863
next,1,-1,1,32,265491,265488,11168632727,1606290.1458856254,2500948.4066022336,0.5569717669053744
next,1,0,1,32,265491,265489,11168657727,1606290.1458856254,1650238.245030215,0.027360000468880985
next,1,1,1,32,265491,265490,11168682727,1606290.1458856254,1606361.3755987363,4.434423836396917e-05
current,0,-1,1,32,269347,269345,11265057911,1143181.9612914457,1430601.277774467,0.25142044417699294
current,0,0,1,32,269347,269346,11265082911,1143181.9612914457,1143184.887469681,2.5596784540837803e-06
current,0,1,1,32,269347,269347,11265107911,1143181.9612914457,1521037.6935669978,0.33052982383372354
next,1,-1,1,32,269348,269345,11265057911,1521034.5791078007,1430601.277774467,0.059455125199309844
next,1,0,1,32,269348,269346,11265082911,1521034.5791078007,1143184.887469681,0.24841624038538068
next,1,1,1,32,269348,269347,11265107911,1521034.5791078007,1521037.6935669978,2.047592631893025e-06
current,0,-1,1,32,273149,273147,11360108091,1782008.1532446637,1873674.011295534,0.05143964009590296
current,0,0,1,32,273149,273148,11360133091,1782008.1532446637,1782014.345783736,3.4750340851541495e-06
current,0,1,1,32,273149,273149,11360158091,1782008.1532446637,2074171.7108018745,0.16395186353398117
next,1,-1,1,32,273150,273147,11360108091,2074165.328290227,1873674.011295534,0.09666120355023089
next,1,0,1,32,273150,273148,11360133091,2074165.328290227,1782014.345783736,0.1408523122635149
next,1,1,1,32,273150,273149,11360158091,2074165.328290227,2074171.7108018745,3.0771470145296576e-06
current,0,-1,1,32,277912,277910,11479183318,2650510.854500498,1176906.959135445,0.5559697644183996
current,0,0,1,32,277912,277911,11479208318,2650510.854500498,2650519.349008861,3.20485703664275e-06
current,0,1,1,32,277912,277912,11479233318,2650510.854500498,2023887.6677149097,0.23641600475681834
next,1,-1,1,32,277913,277910,11479183318,2023883.3044084203,1176906.959135445,0.41849070221988216
next,1,0,1,32,277913,277911,11479208318,2023883.3044084203,2650519.349008861,0.3096206402985304
next,1,1,1,32,277913,277912,11479233318,2023883.3044084203,2023887.6677149097,2.155908139567231e-06
current,0,-1,1,32,284692,284690,11648683640,1725006.0370171291,882431.1877538722,0.4884474785492534
current,0,0,1,32,284692,284691,11648708640,1725006.0370171291,1725011.5584926016,3.2008441444020264e-06
current,0,1,1,32,284692,284692,11648733640,1725006.0370171291,1331478.366584207,0.22813118446437908
next,1,-1,1,32,284693,284690,11648683640,1324953.338532844,882431.1877538722,0.3339907436053472
next,1,0,1,32,284693,284691,11648708640,1324953.338532844,1725011.5584926016,0.3019413652730991
next,1,1,1,32,284693,284692,11648733640,1324953.338532844,1331478.366584207,0.004924722902761358
current,0,-1,1,32,294747,294745,11900059117,1771093.6848071958,1590192.2957454985,0.10214106154491231
current,0,0,1,32,294747,294746,11900084117,1771093.6848071958,1763455.6010686168,0.004312636764559619
current,0,1,1,32,294747,294747,11900109117,1771093.6848071958,1312147.1449618821,0.25913171267124435
next,1,-1,1,32,294748,294745,11900059117,1314818.925310996,1590192.2957454985,0.20943824669193
next,1,0,1,32,294748,294746,11900084117,1314818.925310996,1763455.6010686168,0.3412155598927846
next,1,1,1,32,294748,294747,11900109117,1314818.925310996,1312147.1449618821,0.0020320519409026128
current,0,-1,0,16,480076,480074,12003951763,4795213.0191461,4438373.8236986045,0.07441571292510352
current,0,0,0,16,480076,480075,12003976763,4795213.0191461,4795182.376794386,6.390196137573412e-06
