pair_id,condition,bin_index,prn_count,absolute_centered_correlation,truth_direction_r2,signed_affine_slope,estimated_to_truth_spread_ratio,median_template_distance,partial_f_p_value,raw_spoof_alarm
ccfs-s5-a-nairobi,doppler-locked,12,11,0.6902146012120287,0.47639619572627984,1.5511755183389693,2.24738148919927,0.035227368750189364,0.12204222118946711,False
ccfs-s5-a-nairobi,doppler-locked,13,11,0.7909753299387489,0.6256419725717126,1.8099016018384055,2.288189698632649,0.033320784080790755,0.01658919498193805,True
ccfs-s5-a-nairobi,doppler-locked,14,11,0.42936796575704966,0.18435685001834698,0.9202149249089867,2.1431848630963635,0.03230856200985682,0.5094309337980243,False
ccfs-s5-a-nairobi,doppler-locked,15,11,0.5917596704284975,0.35017950754564403,0.9937649694597569,1.679338790932076,0.03362767548064616,0.19414885112180003,False
ccfs-s5-a-nairobi,doppler-locked,16,11,0.7229595731637625,0.5226705444291296,1.4282211373078157,1.9755200571696419,0.03583741525932038,0.08433233833446056,False
ccfs-s5-a-nairobi,doppler-locked,17,11,0.7209532160265324,0.5197735396989999,1.3967251626010082,1.9373312047887532,0.032672726506660914,0.0927904657737606,False
ccfs-s5-a-nairobi,doppler-locked,18,11,0.8471077773563145,0.7175915864575553,1.2041574275262974,1.4214925889174066,0.03314818257796312,0.020734501964569187,True
ccfs-s5-a-nairobi,doppler-locked,19,11,0.45737280338339725,0.20918988127478777,0.778455473760369,1.7020152225969172,0.03411624040277532,0.28851027381381755,False
ccfs-s5-a-nairobi,doppler-locked,20,11,0.3192994173607586,0.10195211792691992,0.6258419812613325,1.9600473638015712,0.03341202470799514,0.7400584787359082,False
ccfs-s5-a-nairobi,doppler-locked,21,11,0.61386614866631,0.37683164847840817,0.855094565893944,1.3929658244744862,0.03438246352488725,0.15858533447203418,False
ccfs-s5-a-nairobi,doppler-locked,22,11,0.5287347888890992,0.2795604769816003,0.9808165748361299,1.8550256110381527,0.03145337308754586,0.16141684774016146,False
ccfs-s5-a-nairobi,doppler-locked,23,11,0.43432678214585035,0.18863975368916897,0.6204303637490912,1.4284874644012757,0.03249035561433219,0.5506366461096998,False
ccfs-s5-a-nairobi,doppler-locked,24,11,0.7215549309571122,0.520641518388523,1.287253874465004,1.7839998304183378,0.03575097276691207,0.05000718058788401,True
ccfs-s5-a-nairobi,doppler-locked,25,11,0.31681338365344514,0.10037072006194502,0.40257225569980604,1.2706920744868864,0.035213051165964314,0.41970414854812976,False
ccfs-s5-a-nairobi,doppler-locked,26,11,0.6042469204685753,0.3651143408957568,1.1693064844149554,1.935146783219339,0.03353507761904215,0.24802945658535255,False
ccfs-s5-a-nairobi,doppler-locked,27,11,0.5536518267778429,0.3065303452944425,1.005600814395812,1.816305421131243,0.033994765879379815,0.045434088516329754,True
ccfs-s5-a-nairobi,doppler-locked,28,11,0.6136553556378023,0.3765728955029576,1.001350154785074,1.6317793784172576,0.03741150665022943,0.04972315839994235,True
ccfs-s5-a-nairobi,doppler-locked,29,11,0.5640219126029425,0.3181207178962814,1.02975154736607,1.8257296824050697,0.03397344655056949,0.37512179635144266,False
